Date,City,Temp_Mean_C,Precipitation_mm
2022-12-13,Delhi,16.9,0.0
2022-12-14,Delhi,15.8,0.0
2022-12-15,Delhi,14.7,0.0
2022-12-16,Delhi,14.1,0.0
2022-12-17,Delhi,14.2,0.0
2022-12-18,Delhi,14.4,0.0
2022-12-19,Delhi,14.3,0.0
2022-12-20,Delhi,13.7,0.0
2022-12-21,Delhi,13.2,0.0
2022-12-22,Delhi,13.1,0.0
2022-12-23,Delhi,12.4,0.0
2022-12-24,Delhi,12.6,0.0
2022-12-25,Delhi,11.1,0.0
2022-12-26,Delhi,11.2,0.0
2022-12-27,Delhi,12.0,0.0
2022-12-28,Delhi,13.2,0.0
2022-12-29,Delhi,14.2,0.0
2022-12-30,Delhi,15.0,0.0
2022-12-31,Delhi,13.2,0.0
2023-01-01,Delhi,12.6,0.0
2023-01-02,Delhi,12.4,0.0
2023-01-03,Delhi,10.8,0.0
2023-01-04,Delhi,9.8,0.0
2023-01-05,Delhi,9.0,0.0
2023-01-06,Delhi,8.4,0.0
2023-01-07,Delhi,8.3,0.0
2023-01-08,Delhi,10.2,0.0
2023-01-09,Delhi,11.2,0.0
2023-01-10,Delhi,11.7,0.0
2023-01-11,Delhi,12.3,0.0
2023-01-12,Delhi,14.6,0.1
2023-01-13,Delhi,14.0,18.2
2023-01-14,Delhi,12.2,0.0
2023-01-15,Delhi,9.5,0.0
2023-01-16,Delhi,9.1,0.0
2023-01-17,Delhi,9.1,0.0
2023-01-18,Delhi,9.3,0.0
2023-01-19,Delhi,12.3,0.3
2023-01-20,Delhi,14.2,0.0
2023-01-21,Delhi,13.4,0.0
2023-01-22,Delhi,14.3,0.0
2023-01-23,Delhi,15.6,0.0
2023-01-24,Delhi,17.0,11.3
2023-01-25,Delhi,16.6,1.0
2023-01-26,Delhi,14.5,0.0
2023-01-27,Delhi,12.3,0.0
2023-01-28,Delhi,12.7,0.0
2023-01-29,Delhi,12.9,4.2
2023-01-30,Delhi,13.3,10.2
2023-01-31,Delhi,14.2,0.0
2023-02-01,Delhi,13.8,0.0
2023-02-02,Delhi,14.8,0.0
2023-02-03,Delhi,15.1,0.0
2023-02-04,Delhi,16.0,0.0
2023-02-05,Delhi,17.1,0.0
2023-02-06,Delhi,17.7,0.0
2023-02-07,Delhi,17.2,0.0
2023-02-08,Delhi,15.8,0.0
2023-02-09,Delhi,17.5,0.0
2023-02-10,Delhi,18.7,0.0
2023-02-11,Delhi,19.0,0.0
2023-02-12,Delhi,15.9,0.0
2023-02-13,Delhi,15.1,0.0
2023-02-14,Delhi,16.9,0.0
2023-02-15,Delhi,18.4,0.0
2023-02-16,Delhi,18.4,0.0
2023-02-17,Delhi,19.7,0.0
2023-02-18,Delhi,19.2,0.0
2023-02-19,Delhi,21.1,0.0
2023-02-20,Delhi,22.5,0.0
2023-02-21,Delhi,22.0,0.0
2023-02-22,Delhi,20.6,0.0
2023-02-23,Delhi,20.1,0.0
2023-02-24,Delhi,19.9,0.0
2023-02-25,Delhi,21.1,0.0
2023-02-26,Delhi,22.5,0.0
2023-02-27,Delhi,22.4,0.0
2023-02-28,Delhi,21.8,0.0
2023-03-01,Delhi,22.0,0.0
2023-03-02,Delhi,22.2,0.0
2023-03-03,Delhi,22.8,0.0
2023-03-04,Delhi,22.5,0.0
2023-03-05,Delhi,22.5,0.0
2023-03-06,Delhi,21.8,0.0
2023-03-07,Delhi,21.9,0.0
2023-03-08,Delhi,21.4,0.2
2023-03-09,Delhi,21.1,0.5
2023-03-10,Delhi,22.5,0.0
2023-03-11,Delhi,23.3,0.0
2023-03-12,Delhi,24.4,0.0
2023-03-13,Delhi,24.4,0.0
2023-03-14,Delhi,24.4,0.0
2023-03-15,Delhi,24.9,0.0
2023-03-16,Delhi,24.7,0.1
2023-03-17,Delhi,23.0,1.7
2023-03-18,Delhi,20.5,0.3
2023-03-19,Delhi,20.0,0.7
2023-03-20,Delhi,18.8,24.3
2023-03-21,Delhi,18.4,3.2
2023-03-22,Delhi,19.7,0.0
2023-03-23,Delhi,21.6,0.0
2023-03-24,Delhi,21.7,15.8
2023-03-25,Delhi,21.3,1.1
2023-03-26,Delhi,21.9,0.0
2023-03-27,Delhi,20.9,0.0
2023-03-28,Delhi,21.9,0.0
2023-03-29,Delhi,23.4,0.2
2023-03-30,Delhi,21.9,5.7
2023-03-31,Delhi,19.7,9.4
2023-04-01,Delhi,20.2,0.9
2023-04-02,Delhi,22.3,0.0
2023-04-03,Delhi,23.4,0.0
2023-04-04,Delhi,22.4,0.2
2023-04-05,Delhi,23.1,0.0
2023-04-06,Delhi,24.0,0.0
2023-04-07,Delhi,24.4,0.0
2023-04-08,Delhi,24.5,0.0
2023-04-09,Delhi,26.3,0.0
2023-04-10,Delhi,26.6,0.0
2023-04-11,Delhi,27.8,0.0
2023-04-12,Delhi,29.6,0.0
2023-04-13,Delhi,29.6,0.0
2023-04-14,Delhi,29.7,0.0
2023-04-15,Delhi,31.1,0.0
2023-04-16,Delhi,31.4,0.0
2023-04-17,Delhi,32.6,0.0
2023-04-18,Delhi,32.7,0.0
2023-04-19,Delhi,29.9,0.0
2023-04-20,Delhi,28.2,0.0
2023-04-21,Delhi,28.9,0.0
2023-04-22,Delhi,28.7,0.0
2023-04-23,Delhi,27.0,0.0
2023-04-24,Delhi,26.2,0.0
2023-04-25,Delhi,27.2,0.0
2023-04-26,Delhi,29.0,0.0
2023-04-27,Delhi,29.2,0.0
2023-04-28,Delhi,28.1,0.0
2023-04-29,Delhi,26.6,0.6
2023-04-30,Delhi,24.7,1.4
2023-05-01,Delhi,22.2,5.4
2023-05-02,Delhi,22.6,5.4
2023-05-03,Delhi,22.6,6.8
2023-05-04,Delhi,24.4,0.0
2023-05-05,Delhi,26.0,5.4
2023-05-06,Delhi,27.5,0.0
2023-05-07,Delhi,29.1,0.0
2023-05-08,Delhi,29.3,0.0
2023-05-09,Delhi,29.6,0.0
2023-05-10,Delhi,29.8,0.0
2023-05-11,Delhi,31.1,0.0
2023-05-12,Delhi,33.4,0.0
2023-05-13,Delhi,33.4,0.0
2023-05-14,Delhi,32.6,0.0
2023-05-15,Delhi,33.5,0.0
2023-05-16,Delhi,32.5,0.0
2023-05-17,Delhi,33.3,0.0
2023-05-18,Delhi,31.1,0.0
2023-05-19,Delhi,31.8,0.0
2023-05-20,Delhi,32.9,0.0
2023-05-21,Delhi,34.9,0.0
2023-05-22,Delhi,36.2,0.0
2023-05-23,Delhi,35.4,1.0
2023-05-24,Delhi,31.0,0.2
2023-05-25,Delhi,28.3,0.2
2023-05-26,Delhi,28.6,0.0
2023-05-27,Delhi,27.3,19.2
2023-05-28,Delhi,27.6,0.3
2023-05-29,Delhi,27.2,1.2
2023-05-30,Delhi,27.4,0.1
2023-05-31,Delhi,25.0,2.9
2023-06-01,Delhi,26.5,0.4
2023-06-02,Delhi,27.6,1.3
2023-06-03,Delhi,29.4,0.0
2023-06-04,Delhi,29.4,1.6
2023-06-05,Delhi,30.5,0.1
2023-06-06,Delhi,31.5,0.0
2023-06-07,Delhi,32.2,0.0
2023-06-08,Delhi,32.8,0.0
2023-06-09,Delhi,34.3,0.0
2023-06-10,Delhi,34.5,0.0
2023-06-11,Delhi,33.9,0.0
2023-06-12,Delhi,35.0,0.0
2023-06-13,Delhi,36.4,0.0
2023-06-14,Delhi,35.8,0.0
2023-06-15,Delhi,33.4,0.4
2023-06-16,Delhi,32.3,1.2
2023-06-17,Delhi,33.1,0.3
2023-06-18,Delhi,32.2,4.0
2023-06-19,Delhi,29.7,6.6
2023-06-20,Delhi,30.7,16.6
2023-06-21,Delhi,29.5,20.3
2023-06-22,Delhi,31.5,2.7
2023-06-23,Delhi,30.9,6.1
2023-06-24,Delhi,31.0,10.7
2023-06-25,Delhi,28.1,13.6
2023-06-26,Delhi,28.1,5.8
2023-06-27,Delhi,28.8,8.1
2023-06-28,Delhi,29.2,12.2
2023-06-29,Delhi,28.7,11.7
2023-06-30,Delhi,29.0,12.7
2023-07-01,Delhi,29.2,1.9
2023-07-02,Delhi,30.6,0.9
2023-07-03,Delhi,31.2,4.5
2023-07-04,Delhi,30.9,2.5
2023-07-05,Delhi,29.2,13.0
2023-07-06,Delhi,29.2,4.8
2023-07-07,Delhi,28.7,10.0
2023-07-08,Delhi,27.3,34.4
2023-07-09,Delhi,27.1,29.7
2023-07-10,Delhi,27.7,34.1
2023-07-11,Delhi,28.6,2.9
2023-07-12,Delhi,28.6,9.6
2023-07-13,Delhi,29.2,5.2
2023-07-14,Delhi,28.6,21.1
2023-07-15,Delhi,28.7,17.7
2023-07-16,Delhi,28.7,21.9
2023-07-17,Delhi,29.2,11.8
2023-07-18,Delhi,28.3,13.4
2023-07-19,Delhi,29.0,9.3
2023-07-20,Delhi,30.0,23.7
2023-07-21,Delhi,31.0,4.2
2023-07-22,Delhi,30.8,6.0
2023-07-23,Delhi,31.1,0.6
2023-07-24,Delhi,30.1,7.8
2023-07-25,Delhi,29.4,11.8
2023-07-26,Delhi,27.1,18.3
2023-07-27,Delhi,28.7,11.0
2023-07-28,Delhi,28.3,27.0
2023-07-29,Delhi,28.0,11.2
2023-07-30,Delhi,29.1,2.3
2023-07-31,Delhi,29.7,0.8
2023-08-01,Delhi,30.5,0.2
2023-08-02,Delhi,30.3,1.4
2023-08-03,Delhi,29.5,9.6
2023-08-04,Delhi,28.5,11.5
2023-08-05,Delhi,29.5,4.8
2023-08-06,Delhi,30.2,1.9
2023-08-07,Delhi,30.2,0.1
2023-08-08,Delhi,30.5,0.0
2023-08-09,Delhi,30.8,0.0
2023-08-10,Delhi,30.1,1.7
2023-08-11,Delhi,30.8,1.6
2023-08-12,Delhi,31.5,0.0
2023-08-13,Delhi,31.1,0.7
2023-08-14,Delhi,29.8,0.0
2023-08-15,Delhi,30.0,0.1
2023-08-16,Delhi,31.0,0.1
2023-08-17,Delhi,32.0,0.0
2023-08-18,Delhi,31.8,0.1
2023-08-19,Delhi,30.4,7.4
2023-08-20,Delhi,31.9,0.1
2023-08-21,Delhi,32.1,0.8
2023-08-22,Delhi,30.6,12.6
2023-08-23,Delhi,27.8,15.5
2023-08-24,Delhi,29.1,0.0
2023-08-25,Delhi,30.1,0.0
2023-08-26,Delhi,30.5,0.0
2023-08-27,Delhi,30.5,0.1
2023-08-28,Delhi,29.5,2.2
2023-08-29,Delhi,30.5,0.0
2023-08-30,Delhi,31.0,0.0
2023-08-31,Delhi,31.3,0.0
2023-09-01,Delhi,32.1,0.0
2023-09-02,Delhi,31.9,0.0
2023-09-03,Delhi,31.4,0.0
2023-09-04,Delhi,31.4,0.0
2023-09-05,Delhi,30.8,6.1
2023-09-06,Delhi,31.1,1.7
2023-09-07,Delhi,32.0,0.0
2023-09-08,Delhi,30.4,1.3
2023-09-09,Delhi,27.9,2.5
2023-09-10,Delhi,26.2,35.3
2023-09-11,Delhi,27.7,1.0
2023-09-12,Delhi,28.8,0.0
2023-09-13,Delhi,29.8,7.4
2023-09-14,Delhi,29.3,5.5
2023-09-15,Delhi,28.3,5.7
2023-09-16,Delhi,28.5,7.8
2023-09-17,Delhi,27.2,6.5
2023-09-18,Delhi,28.0,2.1
2023-09-19,Delhi,28.7,0.2
2023-09-20,Delhi,29.5,0.9
2023-09-21,Delhi,29.0,2.6
2023-09-22,Delhi,29.5,0.3
2023-09-23,Delhi,28.7,1.4
2023-09-24,Delhi,28.0,0.9
2023-09-25,Delhi,28.7,0.2
2023-09-26,Delhi,28.9,0.2
2023-09-27,Delhi,27.9,0.0
2023-09-28,Delhi,26.8,0.0
2023-09-29,Delhi,26.9,0.0
2023-09-30,Delhi,28.1,0.0
2023-10-01,Delhi,27.5,0.0
2023-10-02,Delhi,26.8,0.0
2023-10-03,Delhi,26.5,0.0
2023-10-04,Delhi,26.4,0.0
2023-10-05,Delhi,26.5,0.0
2023-10-06,Delhi,27.4,0.0
2023-10-07,Delhi,28.4,0.0
2023-10-08,Delhi,29.8,0.0
2023-10-09,Delhi,29.4,0.0
2023-10-10,Delhi,28.5,2.5
2023-10-11,Delhi,26.6,0.0
2023-10-12,Delhi,26.0,0.0
2023-10-13,Delhi,27.7,0.0
2023-10-14,Delhi,28.3,0.0
2023-10-15,Delhi,27.4,0.1
2023-10-16,Delhi,24.4,9.9
2023-10-17,Delhi,22.5,3.3
2023-10-18,Delhi,22.7,0.0
2023-10-19,Delhi,22.1,0.0
2023-10-20,Delhi,22.5,0.0
2023-10-21,Delhi,22.9,0.0
2023-10-22,Delhi,23.4,0.0
2023-10-23,Delhi,23.4,0.0
2023-10-24,Delhi,23.5,0.0
2023-10-25,Delhi,23.3,0.0
2023-10-26,Delhi,23.0,0.0
2023-10-27,Delhi,23.0,0.0
2023-10-28,Delhi,24.5,0.0
2023-10-29,Delhi,24.1,0.0
2023-10-30,Delhi,24.0,0.0
2023-10-31,Delhi,24.2,0.0
2023-11-01,Delhi,24.1,0.0
2023-11-02,Delhi,24.2,0.0
2023-11-03,Delhi,22.6,1.1
2023-11-04,Delhi,22.6,0.0
2023-11-05,Delhi,22.9,0.0
2023-11-06,Delhi,22.3,0.0
2023-11-07,Delhi,22.6,0.0
2023-11-08,Delhi,22.8,0.0
2023-11-09,Delhi,22.8,0.0
2023-11-10,Delhi,20.6,2.9
2023-11-11,Delhi,19.4,0.0
2023-11-12,Delhi,18.9,0.0
2023-11-13,Delhi,19.1,0.0
2023-11-14,Delhi,19.1,0.0
2023-11-15,Delhi,18.6,0.0
2023-11-16,Delhi,19.8,0.0
2023-11-17,Delhi,20.6,0.0
2023-11-18,Delhi,20.0,0.0
2023-11-19,Delhi,20.2,0.0
2023-11-20,Delhi,19.7,0.0
2023-11-21,Delhi,18.9,0.0
2023-11-22,Delhi,18.2,0.0
2023-11-23,Delhi,18.2,0.0
2023-11-24,Delhi,18.6,0.0
2023-11-25,Delhi,18.6,0.0
2023-11-26,Delhi,19.3,0.0
2023-11-27,Delhi,18.6,4.0
2023-11-28,Delhi,17.5,3.2
2023-11-29,Delhi,18.6,0.4
2023-11-30,Delhi,17.9,1.0
2023-12-01,Delhi,18.5,0.1
2023-12-02,Delhi,18.2,0.0
2023-12-03,Delhi,18.1,0.1
2023-12-04,Delhi,17.9,0.0
2023-12-05,Delhi,16.7,0.0
2023-12-06,Delhi,16.5,0.0
2023-12-07,Delhi,16.8,0.0
2023-12-08,Delhi,16.6,0.0
2023-12-09,Delhi,16.0,0.0
2023-12-10,Delhi,15.7,0.0
2023-12-11,Delhi,15.4,0.0
2023-12-12,Delhi,15.7,0.0
2023-12-13,Delhi,16.0,0.0
2023-12-14,Delhi,14.8,0.0
2023-12-15,Delhi,14.3,0.0
2023-12-16,Delhi,14.6,0.0
2023-12-17,Delhi,15.5,0.0
2023-12-18,Delhi,14.4,0.0
2023-12-19,Delhi,14.3,0.0
2023-12-20,Delhi,13.8,0.0
2023-12-21,Delhi,14.1,0.0
2023-12-22,Delhi,14.0,0.0
2023-12-23,Delhi,16.2,0.3
2023-12-24,Delhi,16.0,0.0
2023-12-25,Delhi,15.6,0.0
2023-12-26,Delhi,15.5,0.0
2023-12-27,Delhi,14.4,0.0
2023-12-28,Delhi,14.1,0.0
2023-12-29,Delhi,13.5,0.0
2023-12-30,Delhi,12.7,0.0
2023-12-31,Delhi,12.8,0.0
2024-01-01,Delhi,10.6,0.0
2024-01-02,Delhi,9.2,0.0
2024-01-03,Delhi,9.6,0.0
2024-01-04,Delhi,11.6,0.0
2024-01-05,Delhi,11.9,0.1
2024-01-06,Delhi,11.8,0.0
2024-01-07,Delhi,11.6,0.0
2024-01-08,Delhi,11.0,0.0
2024-01-09,Delhi,10.9,0.0
2024-01-10,Delhi,9.3,0.0
2024-01-11,Delhi,9.4,0.0
2024-01-12,Delhi,10.2,0.0
2024-01-13,Delhi,10.5,0.0
2024-01-14,Delhi,9.8,0.0
2024-01-15,Delhi,9.1,0.0
2024-01-16,Delhi,9.1,0.0
2024-01-17,Delhi,10.0,0.0
2024-01-18,Delhi,11.1,0.0
2024-01-19,Delhi,10.3,0.0
2024-01-20,Delhi,9.7,0.0
2024-01-21,Delhi,9.1,0.0
2024-01-22,Delhi,9.4,0.0
2024-01-23,Delhi,10.5,0.0
2024-01-24,Delhi,11.4,0.0
2024-01-25,Delhi,10.3,0.0
2024-01-26,Delhi,11.6,0.0
2024-01-27,Delhi,12.6,0.0
2024-01-28,Delhi,13.9,0.0
2024-01-29,Delhi,14.7,0.0
2024-01-30,Delhi,13.9,0.0
2024-01-31,Delhi,14.2,9.0
2024-02-01,Delhi,15.5,30.0
2024-02-02,Delhi,13.1,0.0
2024-02-03,Delhi,14.2,0.0
2024-02-04,Delhi,16.1,7.1
2024-02-05,Delhi,15.3,2.1
2024-02-06,Delhi,12.3,0.0
2024-02-07,Delhi,12.6,0.0
2024-02-08,Delhi,13.2,0.0
2024-02-09,Delhi,13.5,0.0
2024-02-10,Delhi,13.3,0.0
2024-02-11,Delhi,14.2,0.0
2024-02-12,Delhi,14.4,0.0
2024-02-13,Delhi,15.0,0.0
2024-02-14,Delhi,15.9,0.0
2024-02-15,Delhi,16.0,0.0
2024-02-16,Delhi,15.8,0.0
2024-02-17,Delhi,16.3,0.0
2024-02-18,Delhi,18.7,0.0
2024-02-19,Delhi,20.5,0.0
2024-02-20,Delhi,20.3,0.2
2024-02-21,Delhi,18.6,0.0
2024-02-22,Delhi,17.5,0.0
2024-02-23,Delhi,15.7,0.0
2024-02-24,Delhi,16.3,0.0
2024-02-25,Delhi,17.4,0.0
2024-02-26,Delhi,17.7,0.0
2024-02-27,Delhi,18.2,0.9
2024-02-28,Delhi,17.4,0.0
2024-02-29,Delhi,18.5,0.0
2024-03-01,Delhi,20.2,1.7
2024-03-02,Delhi,19.9,6.5
2024-03-03,Delhi,17.7,10.4
2024-03-04,Delhi,15.9,0.0
2024-03-05,Delhi,14.8,0.0
2024-03-06,Delhi,15.2,0.0
2024-03-07,Delhi,17.2,0.0
2024-03-08,Delhi,18.0,0.0
2024-03-09,Delhi,18.0,0.0
2024-03-10,Delhi,19.3,0.0
2024-03-11,Delhi,22.4,0.0
2024-03-12,Delhi,22.0,0.0
2024-03-13,Delhi,21.5,0.2
2024-03-14,Delhi,21.7,0.0
2024-03-15,Delhi,20.4,0.0
2024-03-16,Delhi,19.8,0.0
2024-03-17,Delhi,20.7,0.0
2024-03-18,Delhi,20.8,0.0
2024-03-19,Delhi,21.6,0.0
2024-03-20,Delhi,23.4,0.0
2024-03-21,Delhi,22.8,0.0
2024-03-22,Delhi,24.9,0.0
2024-03-23,Delhi,25.8,0.0
2024-03-24,Delhi,24.5,0.1
2024-03-25,Delhi,25.1,0.0
2024-03-26,Delhi,26.1,0.0
2024-03-27,Delhi,28.6,0.0
2024-03-28,Delhi,29.2,0.0
2024-03-29,Delhi,28.3,0.0
2024-03-30,Delhi,28.6,0.0
2024-03-31,Delhi,27.5,0.0
2024-04-01,Delhi,25.0,0.0
2024-04-02,Delhi,25.5,0.0
2024-04-03,Delhi,28.5,0.0
2024-04-04,Delhi,29.3,0.0
2024-04-05,Delhi,28.4,0.0
2024-04-06,Delhi,27.4,0.0
2024-04-07,Delhi,27.0,0.0
2024-04-08,Delhi,28.1,0.0
2024-04-09,Delhi,29.1,0.0
2024-04-10,Delhi,29.0,0.0
2024-04-11,Delhi,30.1,0.0
2024-04-12,Delhi,30.6,0.0
2024-04-13,Delhi,31.0,1.2
2024-04-14,Delhi,27.6,0.5
2024-04-15,Delhi,28.9,1.3
2024-04-16,Delhi,30.0,0.0
2024-04-17,Delhi,29.4,0.0
2024-04-18,Delhi,31.0,0.0
2024-04-19,Delhi,31.8,0.0
2024-04-20,Delhi,30.2,0.0
2024-04-21,Delhi,30.3,0.0
2024-04-22,Delhi,31.2,0.0
2024-04-23,Delhi,30.1,0.0
2024-04-24,Delhi,29.9,0.0
2024-04-25,Delhi,30.1,0.0
2024-04-26,Delhi,32.3,0.0
2024-04-27,Delhi,32.1,0.0
2024-04-28,Delhi,30.7,0.0
2024-04-29,Delhi,30.9,0.0
2024-04-30,Delhi,29.9,0.0
2024-05-01,Delhi,27.0,0.0
2024-05-02,Delhi,27.8,0.0
2024-05-03,Delhi,30.3,0.0
2024-05-04,Delhi,33.1,0.0
2024-05-05,Delhi,33.4,0.0
2024-05-06,Delhi,33.9,0.0
2024-05-07,Delhi,34.2,0.0
2024-05-08,Delhi,32.8,0.0
2024-05-09,Delhi,32.6,0.0
2024-05-10,Delhi,32.2,1.1
2024-05-11,Delhi,32.0,0.1
2024-05-12,Delhi,32.4,0.1
2024-05-13,Delhi,33.1,0.0
2024-05-14,Delhi,32.9,0.0
2024-05-15,Delhi,34.3,0.0
2024-05-16,Delhi,34.7,0.0
2024-05-17,Delhi,36.4,0.0
2024-05-18,Delhi,37.1,0.0
2024-05-19,Delhi,36.8,0.0
2024-05-20,Delhi,36.5,0.0
2024-05-21,Delhi,35.3,0.0
2024-05-22,Delhi,35.3,0.3
2024-05-23,Delhi,35.8,0.0
2024-05-24,Delhi,35.7,0.0
2024-05-25,Delhi,37.5,0.0
2024-05-26,Delhi,38.3,0.0
2024-05-27,Delhi,38.3,0.0
2024-05-28,Delhi,37.4,0.0
2024-05-29,Delhi,38.7,0.0
2024-05-30,Delhi,39.3,0.0
2024-05-31,Delhi,37.7,0.0
2024-06-01,Delhi,37.5,0.0
2024-06-02,Delhi,36.5,0.0
2024-06-03,Delhi,37.0,0.0
2024-06-04,Delhi,37.0,0.0
2024-06-05,Delhi,36.8,0.0
2024-06-06,Delhi,35.1,0.0
2024-06-07,Delhi,35.3,0.0
2024-06-08,Delhi,34.9,0.0
2024-06-09,Delhi,35.2,0.0
2024-06-10,Delhi,36.1,0.0
2024-06-11,Delhi,36.4,0.0
2024-06-12,Delhi,37.1,0.0
2024-06-13,Delhi,37.7,0.0
2024-06-14,Delhi,37.6,0.0
2024-06-15,Delhi,37.8,0.0
2024-06-16,Delhi,38.5,0.0
2024-06-17,Delhi,39.1,0.0
2024-06-18,Delhi,39.0,0.0
2024-06-19,Delhi,37.2,0.8
2024-06-20,Delhi,34.1,4.9
2024-06-21,Delhi,32.6,2.1
2024-06-22,Delhi,33.8,0.0
2024-06-23,Delhi,34.6,0.3
2024-06-24,Delhi,34.3,1.7
2024-06-25,Delhi,33.0,4.0
2024-06-26,Delhi,31.1,23.3
2024-06-27,Delhi,28.4,11.5
2024-06-28,Delhi,27.9,20.9
2024-06-29,Delhi,29.4,18.9
2024-06-30,Delhi,30.9,11.9
2024-07-01,Delhi,30.2,11.5
2024-07-02,Delhi,29.4,14.1
2024-07-03,Delhi,29.4,2.5
2024-07-04,Delhi,28.2,7.3
2024-07-05,Delhi,27.9,0.7
2024-07-06,Delhi,28.7,1.0
2024-07-07,Delhi,28.7,0.1
2024-07-08,Delhi,29.0,0.0
2024-07-09,Delhi,29.6,4.9
2024-07-10,Delhi,30.5,11.3
2024-07-11,Delhi,31.3,3.9
2024-07-12,Delhi,30.4,0.5
2024-07-13,Delhi,30.1,12.4
2024-07-14,Delhi,31.2,0.3
2024-07-15,Delhi,30.3,3.0
2024-07-16,Delhi,30.9,17.0
2024-07-17,Delhi,31.4,0.2
2024-07-18,Delhi,31.3,2.0
2024-07-19,Delhi,30.7,0.9
2024-07-20,Delhi,31.1,0.2
2024-07-21,Delhi,31.2,1.9
2024-07-22,Delhi,31.1,5.0
2024-07-23,Delhi,30.5,4.3
2024-07-24,Delhi,29.7,6.9
2024-07-25,Delhi,31.0,0.6
2024-07-26,Delhi,30.0,10.2
2024-07-27,Delhi,30.6,4.5
2024-07-28,Delhi,31.6,6.0
2024-07-29,Delhi,31.9,0.3
2024-07-30,Delhi,32.9,0.1
2024-07-31,Delhi,31.1,116.0
2024-08-01,Delhi,28.3,34.7
2024-08-02,Delhi,28.5,3.0
2024-08-03,Delhi,29.0,1.9
2024-08-04,Delhi,29.8,0.1
2024-08-05,Delhi,29.1,1.2
2024-08-06,Delhi,29.1,0.1
2024-08-07,Delhi,27.4,16.4
2024-08-08,Delhi,27.7,10.8
2024-08-09,Delhi,27.9,30.8
2024-08-10,Delhi,27.7,16.7
2024-08-11,Delhi,27.4,11.4
2024-08-12,Delhi,26.9,10.9
2024-08-13,Delhi,27.4,9.1
2024-08-14,Delhi,28.1,7.8
2024-08-15,Delhi,28.5,10.9
2024-08-16,Delhi,28.0,15.0
2024-08-17,Delhi,28.6,7.7
2024-08-18,Delhi,29.2,2.3
2024-08-19,Delhi,29.2,1.6
2024-08-20,Delhi,28.3,4.3
2024-08-21,Delhi,28.5,5.4
2024-08-22,Delhi,28.4,7.0
2024-08-23,Delhi,27.5,0.9
2024-08-24,Delhi,28.4,8.8
2024-08-25,Delhi,28.9,15.2
2024-08-26,Delhi,28.3,3.8
2024-08-27,Delhi,27.4,11.1
2024-08-28,Delhi,27.0,7.9
2024-08-29,Delhi,27.0,19.5
2024-08-30,Delhi,27.6,7.5
2024-08-31,Delhi,29.3,0.0
2024-09-01,Delhi,29.7,0.1
2024-09-02,Delhi,28.1,11.7
2024-09-03,Delhi,27.5,17.8
2024-09-04,Delhi,27.3,0.9
2024-09-05,Delhi,27.7,2.9
2024-09-06,Delhi,26.6,14.7
2024-09-07,Delhi,26.9,23.6
2024-09-08,Delhi,27.7,14.1
2024-09-09,Delhi,28.5,3.4
2024-09-10,Delhi,27.3,11.8
2024-09-11,Delhi,27.6,26.7
2024-09-12,Delhi,25.5,100.8
2024-09-13,Delhi,25.5,54.7
2024-09-14,Delhi,26.1,4.7
2024-09-15,Delhi,26.5,0.1
2024-09-16,Delhi,27.3,0.0
2024-09-17,Delhi,27.7,0.0
2024-09-18,Delhi,25.1,62.7
2024-09-19,Delhi,26.3,3.7
2024-09-20,Delhi,27.3,0.0
2024-09-21,Delhi,28.0,0.2
2024-09-22,Delhi,29.1,0.0
2024-09-23,Delhi,29.0,0.0
2024-09-24,Delhi,29.5,0.0
2024-09-25,Delhi,29.1,0.4
2024-09-26,Delhi,28.0,0.4
2024-09-27,Delhi,27.4,0.8
2024-09-28,Delhi,26.4,0.0
2024-09-29,Delhi,26.5,0.3
2024-09-30,Delhi,27.9,0.0
2024-10-01,Delhi,28.4,0.0
2024-10-02,Delhi,29.0,0.0
2024-10-03,Delhi,28.7,0.0
2024-10-04,Delhi,28.5,0.0
2024-10-05,Delhi,28.5,0.0
2024-10-06,Delhi,27.9,0.0
2024-10-07,Delhi,26.8,0.0
2024-10-08,Delhi,27.1,0.0
2024-10-09,Delhi,26.6,0.0
2024-10-10,Delhi,26.3,0.0
2024-10-11,Delhi,25.1,0.0
2024-10-12,Delhi,25.4,0.0
2024-10-13,Delhi,26.1,0.0
2024-10-14,Delhi,25.8,0.0
2024-10-15,Delhi,25.3,0.0
2024-10-16,Delhi,25.8,0.0
2024-10-17,Delhi,26.4,0.0
2024-10-18,Delhi,26.2,0.0
2024-10-19,Delhi,27.0,0.0
2024-10-20,Delhi,26.6,0.0
2024-10-21,Delhi,25.7,0.0
2024-10-22,Delhi,25.7,0.0
2024-10-23,Delhi,26.2,0.0
2024-10-24,Delhi,25.6,0.0
2024-10-25,Delhi,25.1,0.0
2024-10-26,Delhi,24.8,0.0
2024-10-27,Delhi,25.3,0.0
2024-10-28,Delhi,25.8,0.0
2024-10-29,Delhi,26.5,0.0
2024-10-30,Delhi,27.1,0.0
2024-10-31,Delhi,26.2,0.0
2024-11-01,Delhi,25.0,0.0
2024-11-02,Delhi,24.6,0.0
2024-11-03,Delhi,24.5,0.0
2024-11-04,Delhi,23.9,0.0
2024-11-05,Delhi,23.5,0.0
2024-11-06,Delhi,24.1,0.0
2024-11-07,Delhi,24.3,0.0
2024-11-08,Delhi,24.8,0.0
2024-11-09,Delhi,24.7,0.0
